image_name,number_vector,median,max
NEKOa2013b_001095,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001096,"[11, 11, 12]",11,12
NEKOa2013b_001097,"[26, 17, 23, 22, 15, 13]",19,26
NEKOa2013b_001098,"[19, 27, 24]",24,27
NEKOa2013b_001099,"[19, 23, 26, 25]",24,26
NEKOa2013b_001100,"[3, 2, 8, 2, 11, 16, 3, 10, 5, 10, 4, 4, 2, 10, 11, 8, 3, 6, 2, 2]",4,16
NEKOa2013b_001101,"[3, 2, 8, 2, 7, 9, 31]",7,31
NEKOa2013b_001102,"[6, 6, 6, 6, 10, 5, 5]",6,10
NEKOa2013b_001103,"[10, 12, 8, 8, 17]",10,17
NEKOa2013b_001104,"[21, 16, 20, 14, 21, 18]",19,21
NEKOa2013b_001105,"[11, 16, 18, 20, 19]",18,20
NEKOa2013b_001106,"[36, 29, 24, 22, 46]",29,46
NEKOa2013b_001107,"[41, 40, 34, 40, 46, 45, 36, 45, 36]",40,46
NEKOa2013b_001108,"[31, 39]",35,39
NEKOa2013b_001109,"[31, 27, 33]",31,33
NEKOa2013b_001110,"[30, 30, 31]",30,31
NEKOa2013b_001111,"[31, 35, 29, 35, 32, 31]",31,35
NEKOa2013b_001112,"[30, 36]",33,36
NEKOa2013b_001113,"[31, 40, 31, 37, 32]",32,40
NEKOa2013b_001114,"[22, 30]",26,30
NEKOa2013b_001115,"[47, 41, 35, 48]",44,48
NEKOa2013b_001116,"[47, 47, 52]",47,52
NEKOa2013b_001117,"[49, 45]",47,49
NEKOa2013b_001118,[36],36,36
NEKOa2013b_001119,"[50, 50]",50,50
NEKOa2013b_001120,"[33, 39, 34]",34,39
NEKOa2013b_001121,"[42, 26, 45, 47]",43,47
NEKOa2013b_001122,"[12, 31, 26, 50, 50]",31,50
NEKOa2013b_001123,[52],52,52
NEKOa2013b_001124,"[47, 52]",49,52
NEKOa2013b_001125,"[53, 43, 50, 0]",46,53
NEKOa2013b_001126,[],,
NEKOa2013b_001127,"[21, 23, 7, 20]",20,23
NEKOa2013b_001128,"[14, 21, 0]",14,21
NEKOa2013b_001129,"[16, 10, 17, 8, 12, 4]",11,17
NEKOa2013b_001130,"[11, 13, 11, 0, 8, 8]",9,13
NEKOa2013b_001131,"[0, 8, 9, 11, 9]",9,11
NEKOa2013b_001132,"[6, 5, 7, 7, 5, 10, 6, 10, 7, 5, 10]",7,10
NEKOa2013b_001133,"[6, 9, 8, 0, 6, 0, 9]",6,9
NEKOa2013b_001134,"[5, 5, 4, 6, 0, 3, 5, 5, 0]",5,6
NEKOa2013b_001135,"[14, 26, 5, 0, 13, 15]",13,26
NEKOa2013b_001136,"[29, 42, 35]",35,42
NEKOa2013b_001137,"[30, 32]",31,32
NEKOa2013b_001138,"[39, 27, 31, 32, 32, 32, 34, 30, 34, 27, 28, 31, 33, 0, 32, 28, 24, 32, 35, 37, 29, 35]",32,39
NEKOa2013b_001139,[35],35,35
NEKOa2013b_001140,"[35, 46, 27, 36, 35, 35, 31, 49, 46, 47]",35,49
NEKOa2013b_001141,[47],47,47
NEKOa2013b_001142,"[36, 50, 56]",50,56
NEKOa2013b_001143,[42],42,42
NEKOa2013b_001144,"[24, 31]",27,31
NEKOa2013b_001145,"[0, 0, 0]",0,0
NEKOa2013b_001146,"[0, 0, 0]",0,0
NEKOa2013b_001147,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001148,"[0, 0, 0]",0,0
NEKOa2013b_001149,"[0, 0, 0]",0,0
NEKOa2013b_001150,"[0, 0, 0]",0,0
NEKOa2013b_001151,"[0, 0, 0, 0]",0,0
NEKOa2013b_001152,"[0, 0, 0]",0,0
NEKOa2013b_001153,"[0, 0]",0,0
NEKOa2013b_001154,"[0, 0, 0]",0,0
NEKOa2013b_001155,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001156,"[0, 0, 0, 0]",0,0
NEKOa2013b_001157,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001158,"[30, 34]",32,34
NEKOa2013b_001159,[44],44,44
NEKOa2013b_001160,"[29, 35, 40, 47]",37,47
NEKOa2013b_001161,[],,
NEKOa2013b_001162,"[39, 45, 39]",39,45
NEKOa2013b_001163,"[38, 46, 32, 35, 31]",35,46
NEKOa2013b_001164,[],,
NEKOa2013b_001165,[33],33,33
NEKOa2013b_001166,"[32, 34, 34]",34,34
NEKOa2013b_001167,"[36, 34, 42, 24]",35,42
NEKOa2013b_001168,"[22, 32, 23]",23,32
NEKOa2013b_001169,"[32, 20, 37, 26, 31, 25, 27, 37]",29,37
NEKOa2013b_001170,"[29, 35]",32,35
NEKOa2013b_001171,"[18, 27, 36, 27]",27,36
NEKOa2013b_001172,"[15, 30, 14, 16]",15,30
NEKOa2013b_001173,"[25, 10, 25, 16]",20,25
NEKOa2013b_001174,"[9, 13, 8, 8, 16, 18, 17, 12, 18]",13,18
NEKOa2013b_001175,"[9, 14, 11, 11, 10, 7, 6, 8, 17]",10,17
NEKOa2013b_001176,"[8, 4, 11, 1, 12]",8,12
NEKOa2013b_001177,"[10, 5, 3, 8, 9, 11, 10, 4, 16, 7, 12]",9,16
NEKOa2013b_001178,"[13, 16, 12, 13, 18, 10, 0]",13,18
NEKOa2013b_001179,"[11, 13, 13, 19, 30]",13,30
NEKOa2013b_001180,[43],43,43
NEKOa2013b_001181,"[0, 0, 0, 0]",0,0
NEKOa2013b_001182,"[1, 3, 3, 5, 2]",3,5
NEKOa2013b_001183,"[1, 5, 1, 0, 0, 3, 0, 2]",1,5
NEKOa2013b_001184,"[2, 3, 4, 3, 2, 2, 3, 4, 2]",3,4
NEKOa2013b_001185,"[0, 0, 4, 0, 0, 0]",0,4
NEKOa2013b_001186,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001187,[0],0,0
NEKOa2013b_001188,"[6, 4, 2, 0, 0, 2, 3, 2, 5, 3, 2, 4, 2, 2, 7, 5, 3, 2, 2, 2]",2,7
NEKOa2013b_001189,"[24, 18, 18, 16, 17, 17, 15]",17,24
NEKOa2013b_001190,"[1, 0, 0, 0]",0,1
NEKOa2013b_001191,"[5, 3, 0, 4, 7, 3, 5, 4, 6, 7, 7, 2]",4,7
NEKOa2013b_001192,"[4, 3, 1, 6, 4, 4, 6]",4,6
NEKOa2013b_001193,"[5, 0, 0, 10, 3, 4, 6, 0]",3,10
NEKOa2013b_001194,"[1, 4, 5, 5, 9, 2]",4,9
NEKOa2013b_001195,"[11, 10, 11, 13, 9, 10, 12, 9]",10,13
NEKOa2013b_001196,"[11, 12, 15, 9, 10, 9, 8, 13, 17]",11,17
NEKOa2013b_001197,"[19, 14, 27, 15, 10, 20, 19, 27, 27, 23]",19,27
NEKOa2013b_001198,"[18, 18, 14, 13, 20, 14]",16,20
NEKOa2013b_001199,"[14, 15, 16, 18, 14, 15]",15,18
NEKOa2013b_001200,"[16, 16, 20, 17, 20, 15, 12, 12, 16]",16,20
NEKOa2013b_001201,"[19, 16, 20, 17, 23, 16, 14, 19]",18,23
NEKOa2013b_001202,"[18, 13, 12, 15, 12, 8, 13]",13,18
NEKOa2013b_001203,"[12, 4, 19, 14, 12, 13, 13, 15, 11, 18, 26]",13,26
NEKOa2013b_001204,"[14, 18, 16, 18, 19, 15, 26, 18]",18,26
NEKOa2013b_001205,"[22, 21, 18, 29, 23, 24, 23, 20, 21]",22,29
NEKOa2013b_001206,"[30, 33, 24, 32, 27]",30,33
NEKOa2013b_001207,"[41, 28, 30, 21, 23]",28,41
NEKOa2013b_001208,"[6, 5, 8, 6, 6, 5, 6, 5, 6, 5]",6,8
NEKOa2013b_001209,"[22, 15, 20, 18]",19,22
NEKOa2013b_001210,"[26, 23, 17, 24, 25, 22]",23,26
NEKOa2013b_001211,"[29, 24, 21]",24,29
NEKOa2013b_001212,"[14, 21, 17, 24, 26, 12, 22, 9, 15, 6]",16,26
NEKOa2013b_001213,"[26, 32, 24, 27, 27]",27,32
NEKOa2013b_001214,"[34, 35, 39, 31, 29]",34,39
NEKOa2013b_001215,"[27, 33, 21, 28, 20, 28, 22]",27,33
NEKOa2013b_001216,"[31, 33, 28, 28, 38, 27]",29,38
NEKOa2013b_001217,"[7, 7, 19, 7]",7,19
NEKOa2013b_001218,"[25, 14, 20, 21, 22, 25]",21,25
NEKOa2013b_001219,"[13, 18, 19, 16, 18, 16, 15]",16,19
NEKOa2013b_001220,"[16, 14, 16, 10, 2, 17]",15,17
NEKOa2013b_001221,"[18, 17, 11, 12, 11, 17, 12, 10, 16, 22, 21, 15]",15,22
NEKOa2013b_001222,"[23, 20, 27]",23,27
NEKOa2013b_001223,"[18, 21, 19, 17, 18, 16, 20, 23]",18,23
NEKOa2013b_001224,"[12, 4, 12, 17, 16, 15, 8, 9, 24]",12,24
NEKOa2013b_001225,"[25, 15, 19, 20, 18, 22, 26]",20,26
NEKOa2013b_001226,"[8, 3, 12, 3, 3, 10, 0, 0, 3, 10]",3,12
NEKOa2013b_001227,"[1, 4, 7, 1, 1, 8, 2, 6, 3, 2, 6, 1, 7, 1]",2,8
NEKOa2013b_001228,"[4, 2, 0, 0, 6, 0]",1,6
NEKOa2013b_001229,"[0, 1, 3]",1,3
NEKOa2013b_001230,"[0, 0, 0, 0]",0,0
NEKOa2013b_001231,"[0, 0]",0,0
NEKOa2013b_001232,"[2, 0, 2, 2, 2]",2,2
NEKOa2013b_001233,"[4, 4, 4, 4, 5, 2, 4, 3]",4,5
NEKOa2013b_001234,"[0, 0, 0, 0, 0, 7, 0, 0, 8, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 9]",0,9
NEKOa2013b_001235,"[1, 1, 1, 0, 1, 0]",1,1
NEKOa2013b_001236,"[10, 0, 11, 7, 12, 3, 8]",8,12
NEKOa2013b_001237,"[5, 7, 12, 3, 4, 10, 9, 8, 11, 13, 16]",9,16
NEKOa2013b_001238,"[5, 8, 11, 11, 11, 6, 11, 10, 9, 5, 12, 10, 10, 11, 8]",10,12
NEKOa2013b_001239,"[11, 7, 9, 2, 3, 5, 11, 6, 11, 10, 6, 14]",8,14
NEKOa2013b_001240,"[4, 4, 2, 12, 6, 7]",5,12
NEKOa2013b_001241,"[17, 15, 20, 9, 16, 12, 8, 17, 14, 17]",15,20
NEKOa2013b_001242,"[21, 23, 24, 26, 16, 24, 26]",24,26
NEKOa2013b_001243,"[1, 4, 11, 0, 10, 0, 0, 0, 7, 0]",0,11
NEKOa2013b_001244,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001245,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0]",0,3
NEKOa2013b_001246,"[0, 0, 0, 3, 0, 0, 3, 5]",0,5
NEKOa2013b_001247,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 4, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0]",0,4
NEKOa2013b_001248,"[2, 2, 3, 2, 3, 4, 0, 2]",2,4
NEKOa2013b_001249,"[1, 0, 4, 4, 0, 0, 4, 4, 0, 4, 0, 0, 0, 4, 4]",1,4
NEKOa2013b_001250,"[0, 0, 7, 4, 2, 2, 4, 5, 8, 6]",4,8
NEKOa2013b_001251,"[2, 2, 2, 4, 2, 6, 9]",2,9
NEKOa2013b_001252,"[11, 3, 6, 10, 9, 4, 8]",8,11
NEKOa2013b_001253,"[1, 7, 1, 1, 1, 2, 1, 1]",1,7
NEKOa2013b_001254,"[8, 7, 7, 7, 5, 8, 7, 6, 7, 0]",7,8
NEKOa2013b_001255,"[4, 5, 3, 7, 4, 4, 3, 4, 1, 6]",4,7
NEKOa2013b_001256,"[5, 4, 4, 7, 4, 3, 7, 5, 6, 4, 7, 7, 1, 1, 6, 5, 7, 5]",5,7
NEKOa2013b_001257,"[4, 5, 4, 8, 4, 6, 5, 6, 6]",5,8
NEKOa2013b_001258,"[6, 4, 5, 7, 7, 5, 6, 4, 1, 1, 7, 4, 5, 4, 4, 6, 4, 7, 5, 6]",5,7
NEKOa2013b_001259,"[5, 6, 6, 7, 6, 8, 4, 7]",6,8
NEKOa2013b_001260,"[0, 1, 1, 1, 12, 1]",1,12
NEKOa2013b_001261,"[15, 14, 14, 11, 15, 10, 15, 12]",14,15
NEKOa2013b_001262,"[5, 10, 9, 1, 0, 1]",3,10
NEKOa2013b_001263,"[0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0]",0,2
NEKOa2013b_001264,"[2, 2, 2, 3, 5, 2, 1, 3, 0, 2]",2,5
NEKOa2013b_001265,"[2, 0, 4, 2, 4, 2, 4, 4, 4, 2, 4, 4, 2, 2]",3,4
NEKOa2013b_001266,"[6, 5, 3, 5, 0, 6, 6, 2, 3, 6]",5,6
NEKOa2013b_001267,"[3, 3, 1, 1, 1, 1, 4, 2, 1, 2]",1,4
NEKOa2013b_001268,"[2, 0, 2, 0, 0, 0, 2, 0]",0,2
NEKOa2013b_001269,"[7, 3, 4, 4, 5, 0, 5, 3]",4,7
NEKOa2013b_001270,"[7, 8, 10, 12, 7, 7, 8, 11, 10, 11, 6, 13]",9,13
NEKOa2013b_001271,[],,
NEKOa2013b_001272,"[8, 6, 7, 7, 7, 9, 9, 9, 4, 8]",7,9
NEKOa2013b_001273,"[8, 7, 7, 7, 6, 7, 6, 2, 6, 6, 8, 7, 14, 6]",7,14
NEKOa2013b_001274,"[7, 4, 5, 15, 5, 6]",5,15
NEKOa2013b_001275,"[0, 0, 4, 0, 0, 3]",0,4
NEKOa2013b_001276,"[8, 4, 11, 8, 10, 3, 8]",8,11
NEKOa2013b_001277,"[11, 3, 5, 5, 15, 3, 1, 9]",5,15
NEKOa2013b_001278,"[8, 24, 11, 9, 9, 12, 10, 14]",10,24
NEKOa2013b_001279,"[20, 22, 21, 20, 26, 23]",21,26
NEKOa2013b_001280,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001281,"[0, 0, 0]",0,0
NEKOa2013b_001282,"[3, 0, 0, 3, 0, 0, 0, 0, 4, 3]",0,4
NEKOa2013b_001283,"[4, 4, 0, 0, 4, 3, 0, 1, 4]",3,4
NEKOa2013b_001284,"[3, 2, 3, 3, 3, 3, 3, 3, 0, 3, 2, 0]",3,3
NEKOa2013b_001285,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",1,1
NEKOa2013b_001286,"[0, 0, 0, 1]",0,1
NEKOa2013b_001287,"[18, 13, 26, 17, 17, 17]",17,26
NEKOa2013b_001288,"[6, 3, 16]",6,16
NEKOa2013b_001289,"[5, 3, 4, 4, 4, 4, 4, 4, 4]",4,5
NEKOa2013b_001290,"[0, 5, 0, 4, 4, 0]",2,5
NEKOa2013b_001291,"[0, 0]",0,0
NEKOa2013b_001292,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001293,"[0, 1, 1, 0, 1, 1, 1, 1, 1]",1,1
NEKOa2013b_001294,"[1, 0, 2, 0, 3, 1, 1, 1, 1, 1]",1,3
NEKOa2013b_001295,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 7, 0, 1, 0, 1, 0, 2]",0,7
NEKOa2013b_001296,"[2, 4, 0, 0, 0, 4, 4, 2, 4, 4, 0, 0, 0, 5, 4, 4, 4, 4]",4,5
NEKOa2013b_001297,"[1, 2, 2, 2, 2, 1, 2, 2, 4, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2]",2,4
NEKOa2013b_001298,"[0, 0, 0, 0]",0,0
NEKOa2013b_001299,"[12, 11]",11,12
NEKOa2013b_001300,"[0, 0]",0,0
NEKOa2013b_001301,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001302,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001303,"[0, 0, 0, 0]",0,0
NEKOa2013b_001304,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001305,"[1, 0, 0, 2, 1, 1, 0, 0, 1]",1,2
NEKOa2013b_001306,"[14, 11, 11, 15, 2, 9, 5, 11, 12]",11,15
NEKOa2013b_001307,"[2, 2, 2, 2, 2, 2, 2]",2,2
NEKOa2013b_001308,"[0, 0, 0, 0]",0,0
NEKOa2013b_001309,"[0, 0, 0]",0,0
NEKOa2013b_001310,"[0, 0, 0]",0,0
NEKOa2013b_001311,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001312,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001313,"[0, 2, 0, 0, 0, 0, 0, 0, 0]",0,2
NEKOa2013b_001314,"[1, 0, 1, 0, 6, 0]",0,6
NEKOa2013b_001315,"[4, 2, 2, 2, 2, 2, 2, 3]",2,4
NEKOa2013b_001316,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001317,"[0, 0, 0, 0]",0,0
NEKOa2013b_001318,"[1, 0, 2, 4, 1]",1,4
NEKOa2013b_001319,"[0, 0, 0]",0,0
NEKOa2013b_001320,"[14, 0, 0, 0, 0]",0,14
NEKOa2013b_001321,"[13, 1, 1]",1,13
NEKOa2013b_001322,"[0, 0, 0]",0,0
NEKOa2013b_001323,"[3, 0, 0, 2, 1, 2, 2, 0, 0]",1,3
NEKOa2013b_001324,"[8, 7, 8, 17]",8,17
NEKOa2013b_001325,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001326,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001327,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001328,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001329,"[0, 0, 0, 0]",0,0
NEKOa2013b_001330,"[0, 0, 0, 0]",0,0
NEKOa2013b_001331,"[0, 0, 0, 0]",0,0
NEKOa2013b_001332,"[0, 0, 0]",0,0
NEKOa2013b_001333,"[4, 0, 0, 0, 0]",0,4
NEKOa2013b_001334,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001335,"[0, 0, 0, 0]",0,0
NEKOa2013b_001336,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001337,"[0, 0]",0,0
NEKOa2013b_001338,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001339,"[0, 0, 3, 3, 3]",3,3
NEKOa2013b_001340,"[5, 4, 4, 0, 4, 3, 3, 4, 4]",4,5
NEKOa2013b_001341,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1
NEKOa2013b_001342,"[3, 7, 6, 7, 2, 10, 2, 9, 4, 2]",5,10
NEKOa2013b_001343,[0],0,0
NEKOa2013b_001344,"[0, 0, 0]",0,0
NEKOa2013b_001345,[0],0,0
NEKOa2013b_001346,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
NEKOa2013b_001347,"[0, 0, 0]",0,0
NEKOa2013b_001348,"[0, 0, 0, 0]",0,0
NEKOa2013b_001349,"[0, 0, 0, 0]",0,0
NEKOa2013b_001350,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001351,"[0, 0, 0, 0]",0,0
NEKOa2013b_001352,"[0, 0, 0]",0,0
NEKOa2013b_001353,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001354,"[0, 0, 0, 0]",0,0
NEKOa2013b_001355,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001356,"[0, 0, 0, 0]",0,0
NEKOa2013b_001357,"[2, 4, 2, 3, 3, 2, 2, 3, 2, 2]",2,4
NEKOa2013b_001358,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",1,1
NEKOa2013b_001359,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOa2013b_001360,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOa2013b_001361,"[0, 0, 0]",0,0
NEKOa2013b_001362,"[0, 0, 0, 0]",0,0
NEKOa2013b_001363,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001364,"[0, 0, 0, 0]",0,0
NEKOa2013b_001365,"[0, 0, 0]",0,0
NEKOa2013b_001366,"[0, 0, 2, 0, 0, 0, 2]",0,2
NEKOa2013b_001367,"[3, 0, 0, 0, 0]",0,3
NEKOa2013b_001368,"[0, 0, 2, 0, 3, 6]",1,6
NEKOa2013b_001369,"[3, 6, 3, 3, 6, 4, 5, 5]",4,6
NEKOa2013b_001370,"[0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001371,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001372,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001373,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001375,"[0, 0, 0, 0]",0,0
NEKOa2013b_001376,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1
NEKOa2013b_001377,"[0, 0, 0, 0]",0,0
NEKOa2013b_001378,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001379,"[0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001380,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001381,"[0, 0, 0]",0,0
NEKOa2013b_001382,"[0, 0, 0, 0]",0,0
NEKOa2013b_001383,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001384,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001385,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001386,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001387,"[8, 6, 10, 10, 10, 10, 8, 9, 12]",10,12
NEKOa2013b_001388,"[0, 0, 0]",0,0
NEKOa2013b_001389,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001390,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0]",0,3
NEKOa2013b_001391,"[0, 0, 0, 0, 0, 0, 2, 0, 0]",0,2
NEKOa2013b_001392,"[0, 0, 0, 0]",0,0
NEKOa2013b_001393,[0],0,0
NEKOa2013b_001394,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001395,"[0, 0, 0, 0]",0,0
NEKOa2013b_001396,"[10, 7, 15, 14, 15, 13]",13,15
NEKOa2013b_001397,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001398,"[0, 0, 0, 0]",0,0
NEKOa2013b_001399,"[0, 0, 2, 0, 0, 0, 0, 0, 0]",0,2
NEKOa2013b_001400,"[0, 0, 0, 0]",0,0
NEKOa2013b_001401,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0]",0,3
NEKOa2013b_001402,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001403,"[0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001404,"[0, 0, 0, 0]",0,0
NEKOa2013b_001405,"[17, 14, 16, 15, 16, 14, 14]",15,17
NEKOa2013b_001406,[0],0,0
NEKOa2013b_001407,"[0, 0, 0, 0]",0,0
NEKOa2013b_001408,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001409,"[0, 0, 0]",0,0
NEKOa2013b_001410,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001411,"[0, 0, 0, 0, 2, 0, 0, 0, 0]",0,2
NEKOa2013b_001412,"[2, 0, 0, 0, 0, 0, 0, 0]",0,2
NEKOa2013b_001413,"[1, 0, 0, 0, 0, 0, 0, 10, 1, 2, 0, 0]",0,10
NEKOa2013b_001414,"[26, 29, 27, 18, 30, 24, 26]",26,30
NEKOa2013b_001415,"[1, 1, 1, 1, 1, 1, 1]",1,1
NEKOa2013b_001416,"[0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001417,"[0, 0, 0]",0,0
NEKOa2013b_001418,"[0, 0, 0, 1, 0, 0, 0, 0]",0,1
NEKOa2013b_001419,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001420,"[0, 0, 0, 0]",0,0
NEKOa2013b_001421,"[3, 3, 3, 3, 5, 6, 3, 2, 3, 3, 4, 3, 3, 3]",3,6
NEKOa2013b_001422,"[4, 6, 4, 9, 3, 7, 9, 8]",6,9
NEKOa2013b_001423,"[6, 18, 33]",18,33
NEKOa2013b_001424,"[0, 2, 0, 0, 0, 0]",0,2
NEKOa2013b_001425,"[0, 0, 0]",0,0
NEKOa2013b_001426,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001427,"[0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001428,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001429,"[0, 0, 2, 0, 0, 0, 0]",0,2
NEKOa2013b_001430,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001431,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",2,2
NEKOa2013b_001432,"[28, 27, 29, 31, 19]",28,31
NEKOa2013b_001433,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2]",2,2
NEKOa2013b_001434,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001435,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001436,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1,2
NEKOa2013b_001437,"[1, 1, 1, 1, 1, 1, 8]",1,8
NEKOa2013b_001438,"[0, 1, 1, 1, 2, 15, 1, 1, 1]",1,15
NEKOa2013b_001439,"[1, 1, 24, 9, 25, 1]",5,25
NEKOa2013b_001440,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001441,"[2, 2, 2, 1, 2, 2, 2, 2, 9, 2, 1]",2,9
NEKOa2013b_001442,"[0, 0, 0, 0]",0,0
NEKOa2013b_001443,"[0, 0, 0, 0]",0,0
NEKOa2013b_001444,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001445,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001446,"[0, 0, 0]",0,0
NEKOa2013b_001447,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001448,"[0, 0, 0, 0]",0,0
NEKOa2013b_001449,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001450,"[5, 6, 5, 2, 6, 4, 7, 4, 5, 5, 4, 4, 4, 5, 5, 5, 5, 7]",5,7
NEKOa2013b_001451,"[0, 0, 0, 0]",0,0
NEKOa2013b_001452,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001453,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001454,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001455,"[0, 0, 0, 0, 0]",0,0
NEKOa2013b_001456,"[0, 0, 0, 0]",0,0
NEKOa2013b_001457,"[0, 0, 0, 0]",0,0
NEKOa2013b_001458,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
NEKOa2013b_001459,"[0, 0, 0, 1, 0, 0]",0,1
NEKOa2013b_001460,[0],0,0
